Year,Grid_Ref_Easting,Grid_Ref_Northing,Number_of_Vehicles,Number_of_Casualties,Accident_Date,Time,Road_Class,Road_Surface,Lighting_Conditions,Weather_Conditions,Casualty_Class,Casualty_Severity,Sex_of_Casualty,Age_of_Casualty,Type_of_Vehicle
2013,427474,426329,2,1,16.04.2013,1415,Motorway (freeway),Dry,Daylight (streetlights present),Fine with high winds,Driver or rider,Slight,Female,21,Car
2013,432071,433350,2,1,16.04.2013,2030,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,15,Bicycle
2013,428906,435510,2,1,17.04.2013,1750,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,42,Bicycle
2013,430287,425101,2,1,17.04.2013,2125,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine with high winds,Driver or rider,Slight,Male,19,Car
2013,424153,434668,3,1,17.04.2013,2110,Unclassified,Dry,Darkness (streetlights present and lit),Fine with high winds,Driver or rider,Serious,Male,37,Motorcycle >50cc and <=125cc
2013,428376,434054,2,1,18.04.2013,633,"A (""back roads"")",Wet,Darkness (streetlighting unknown),Raining with high winds,Driver or rider,Slight,Male,35,Bicycle
2013,436858,433637,2,1,18.04.2013,750,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,25,Car
2013,428432,428629,3,2,18.04.2013,725,"A (""back roads"")",Wet,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,27,Car
2013,428432,428629,3,2,18.04.2013,725,"A (""back roads"")",Wet,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,24,Car
2013,431415,441326,2,1,18.04.2013,858,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,30,Car
2013,439176,432448,2,1,18.04.2013,1800,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,37,Motorcycle >125cc and <=500cc
2013,430937,433968,2,3,18.04.2013,1720,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,34,Car
2013,430937,433968,2,3,18.04.2013,1720,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Male,27,Car
2013,430937,433968,2,3,18.04.2013,1720,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Female,23,Car
2013,429149,433851,2,1,18.04.2013,1709,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,26,Motorcycle >50cc and <=125cc
2013,431085,440491,2,1,19.04.2013,800,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,61,Car
2013,428993,429895,1,1,19.04.2013,1010,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,47,Car
2013,431132,431913,2,1,19.04.2013,830,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,22,Car
2013,436487,437136,3,1,19.04.2013,1340,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,79,Car
2013,432147,436121,2,1,19.04.2013,1345,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,64,Car
2013,422445,428348,3,2,19.04.2013,1842,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,26,Car
2013,422445,428348,3,2,19.04.2013,1842,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,46,Car
2013,423524,437385,2,1,19.04.2013,1916,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,29,Bicycle
2013,435498,425921,2,1,19.04.2013,1335,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,45,Car
2013,427936,436131,2,1,20.04.2013,1911,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,21,Bicycle
2013,427891,434380,1,1,20.04.2013,2125,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Pedestrian,Slight,Male,21,Car
2013,429500,435408,1,1,21.04.2013,350,Unclassified,Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,23,Car
2013,423474,434030,2,1,20.04.2013,1104,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,18,Motorcycle >50cc and <=125cc
2013,417961,444522,3,3,21.04.2013,1508,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,62,Car
2013,417961,444522,3,3,21.04.2013,1508,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,51,Car
2013,417961,444522,3,3,21.04.2013,1508,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,24,Car
2013,440977,431352,2,1,21.04.2013,1740,B (regional road),Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,32,Bicycle
2013,423259,437521,2,3,21.04.2013,1820,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Fatal,Female,70,Car
2013,423259,437521,2,3,21.04.2013,1820,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Male,79,Car
2013,423259,437521,2,3,21.04.2013,1820,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Female,37,Car
2013,433303,425958,2,1,21.04.2013,1741,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Pedestrian,Slight,Male,17,Car
2013,429720,423490,1,1,21.04.2013,1329,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,43,Car
2013,434828,438008,2,1,22.04.2013,750,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,35,Bicycle
2013,431019,433800,2,1,22.04.2013,1540,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,55,Car
2013,443101,440637,2,1,22.04.2013,1813,"A(M) (""main roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,24,Car
2013,424247,433950,2,1,22.04.2013,1900,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,27,Car
2013,428544,434269,2,4,22.04.2013,2045,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,22,Car
2013,428544,434269,2,4,22.04.2013,2045,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,27,Car
2013,428544,434269,2,4,22.04.2013,2045,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Male,22,Car
2013,428544,434269,2,4,22.04.2013,2045,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Female,25,Car
2013,435942,433594,2,2,23.04.2013,824,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,45,Car
2013,435942,433594,2,2,23.04.2013,824,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,20,Car
2013,428796,435573,2,1,22.04.2013,1400,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,19,Bicycle
2013,432189,445000,2,2,22.04.2013,714,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,41,Motorcycle >50cc and <=125cc
2013,432189,445000,2,2,22.04.2013,714,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,51,Motorcycle >125cc and <=500cc
2013,431786,435001,1,1,23.04.2013,1311,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Serious,Male,27,Car
2013,431975,433594,2,2,23.04.2013,1555,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,71,Bus or coach
2013,431975,433594,2,2,23.04.2013,1555,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,72,Bus or coach
2013,427154,432527,2,1,23.04.2013,1522,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,45,Car
2013,427793,434428,2,1,23.04.2013,1800,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,29,Motorcycle >125cc and <=500cc
2013,435082,432669,1,2,22.04.2013,2145,Unclassified,Dry,Darkness (no streetlights),Fine without high winds,Driver or rider,Slight,Female,18,Car
2013,435082,432669,1,2,22.04.2013,2145,Unclassified,Dry,Darkness (no streetlights),Fine without high winds,Vehicle or pillion passenger,Slight,Female,18,Car
2013,426321,428140,1,1,23.04.2013,1126,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,65,Bus or coach
2013,429169,431938,2,1,24.04.2013,1615,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,88,Car
2013,426229,431779,2,1,24.04.2013,1810,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,27,Car
2013,429600,434675,1,2,24.04.2013,2038,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,28,Bus or coach
2013,429600,434675,1,2,24.04.2013,2038,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Pedestrian,Slight,Male,25,Bus or coach
2013,434811,425880,2,1,24.04.2013,1445,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,45,Car
2013,430892,436563,2,1,23.04.2013,1055,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,39,Bicycle
2013,430766,435229,1,1,25.04.2013,1300,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,67,Bus or coach
2013,421116,434852,2,1,19.04.2013,1600,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Female,15,Car
2013,420769,440206,2,1,24.04.2013,1735,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,37,Bicycle
2013,428584,427864,1,1,24.04.2013,2048,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,22,Car
2013,420187,443054,1,1,24.04.2013,2125,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,19,Car
2013,430148,432839,2,1,25.04.2013,2115,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,39,Car
2013,431087,430291,3,1,26.04.2013,845,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Vehicle or pillion passenger,Slight,Male,23,Car
2013,442188,445533,1,1,25.04.2013,1530,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,47,Car
2013,433671,429617,2,1,26.04.2013,1310,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,57,Motorcycle over 500cc
2013,430831,435501,2,1,26.04.2013,1200,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,45,Car
2013,430422,433331,2,1,27.04.2013,322,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Male,20,Car
2013,431410,426460,3,2,26.04.2013,1623,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Female,20,Car
2013,431410,426460,3,2,26.04.2013,1623,Motorway (freeway),Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,37,Car
2013,428189,434479,2,1,26.04.2013,1513,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,61,Car
2013,440880,432083,2,1,27.04.2013,1000,"A (""back roads"")",Wet,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,41,Bicycle
2013,420326,445614,2,3,27.04.2013,1020,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Male,67,Car
2013,420326,445614,2,3,27.04.2013,1020,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Driver or rider,Slight,Female,46,Motorcycle over 500cc
2013,420326,445614,2,3,27.04.2013,1020,Unclassified,Wet,Daylight (streetlights present),Raining without high winds,Vehicle or pillion passenger,Slight,Female,69,Car
2013,429416,433838,2,2,24.04.2013,1740,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,30,Car
2013,429416,433838,2,2,24.04.2013,1740,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Female,30,Car
2013,430628,433450,1,1,27.04.2013,1300,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,87,Goods vehicle <=3.5 tons
2013,425944,438104,2,2,26.04.2013,2245,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,38,Motorcycle over 500cc
2013,425944,438104,2,2,26.04.2013,2245,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Female,27,Motorcycle over 500cc
2013,433250,435590,2,2,27.04.2013,1720,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,28,Motorcycle over 500cc
2013,433250,435590,2,2,27.04.2013,1720,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Serious,Female,30,Motorcycle over 500cc
2013,429355,433754,2,6,27.04.2013,1927,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,25,Goods vehicle <=3.5 tons
2013,429355,433754,2,6,27.04.2013,1927,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,27,Car
2013,429355,433754,2,6,27.04.2013,1927,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Male,21,Goods vehicle <=3.5 tons
2013,429355,433754,2,6,27.04.2013,1927,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Male,42,Goods vehicle <=3.5 tons
2013,429355,433754,2,6,27.04.2013,1927,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Female,23,Car
2013,429355,433754,2,6,27.04.2013,1927,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Vehicle or pillion passenger,Slight,Male,25,Car
2013,430739,435553,2,1,27.04.2013,1805,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Male,7,Bicycle
2013,425927,435126,2,1,26.04.2013,1800,Unclassified,Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,34,Car
2013,427986,435214,1,1,28.04.2013,1423,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Male,23,Car
2013,436154,434717,2,1,27.04.2013,2051,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Female,54,Car
2013,428717,435610,2,1,28.04.2013,2103,"A (""back roads"")",Dry,Darkness (streetlights present and lit),Fine without high winds,Driver or rider,Slight,Male,24,Bicycle
2013,430654,434684,3,1,28.04.2013,1745,"A (""back roads"")",Dry,Darkness (streetlighting unknown),Fine without high winds,Driver or rider,Slight,Female,24,Car
2013,434174,433457,1,1,29.04.2013,740,"A (""back roads"")",Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,1,Car
2013,432664,438146,3,1,30.04.2013,1435,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Driver or rider,Slight,Male,48,Car
2013,436082,434484,2,1,29.04.2013,750,Unclassified,Dry,Daylight (streetlights present),Fine without high winds,Pedestrian,Slight,Female,47,Car
